1,11,8
2,11,26
3,11,44
4,11,76
15,11,403
16,11,2541
24,11,18691
17,11,18799
18,11,20038
30,21,794
31,21,2922
32,21,4534
25,23,18691
28,24,794
22,24,4792
21,24,4913
13,25,690
9,25,1605
27,25,5843
6,25,6577
7,25,7495
11,25,11140
14,25,13691
12,25,13696
8,25,18597
26,25,19328
10,25,20584
20,26,5621
23,26,5823
29,26,11064
5,26,21079
19,31,8455
