112,21,122
16,21,125
138,21,160
21,21,169
22,21,177
23,21,186
24,21,192
133,21,193
25,21,196
27,21,213
28,21,216
29,21,221
30,21,232
31,21,233
32,21,236
116,21,1453
129,21,1857
128,21,26005
148,21,26006
142,24,4792
144,25,1598
150,25,4436
149,25,7544
124,26,7887
140,31,1598
141,31,4436
